date,team1,team2,venue,toss_winner,toss_decision,match_type,season,winner,team1_won,toss_winner_is_team1,team1_historical_win_rate,team2_historical_win_rate,team1_recent_win_rate,team2_recent_win_rate,team1_h2h_win_rate,team2_h2h_win_rate,team1_venue_win_rate,team2_venue_win_rate
2024-04-17,Malaysia,Hong Kong,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Hong Kong,field,T20,2024,Hong Kong,0,0,0.5522388059701493,0.44,0.4,0.4,0.7,0.3,0.0,0.42857142857142855
2024-04-17,Saudi Arabia,Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Nepal,field,T20,2024,Nepal,0,0,0.5384615384615384,0.6164383561643836,0.6,0.8,0.5,0.5,0.3333333333333333,1.0
2024-04-17,Oman,Kuwait,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Kuwait,field,T20,2024,Oman,1,0,0.5396825396825397,0.6,0.6,0.6,1.0,0.0,0.5,0.6666666666666666
2024-04-17,Cambodia,United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Cambodia,bat,T20,2024,United Arab Emirates,0,1,0.42857142857142855,0.5,0.2,0.4,0.5,0.5,0.0,0.6666666666666666
2024-04-19,Nepal,United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),United Arab Emirates,field,T20,2024,United Arab Emirates,0,0,0.6216216216216216,0.5063291139240507,0.8,0.6,0.5555555555555556,0.4444444444444444,0.6153846153846154,0.6923076923076923
2024-04-19,Hong Kong,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,field,T20,2024,Oman,0,0,0.4473684210526316,0.546875,0.4,0.8,0.14285714285714285,0.8571428571428571,0.5,0.5
2024-04-20,Nepal,Hong Kong,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Nepal,bat,T20,2024,Hong Kong,0,1,0.6133333333333333,0.44155844155844154,0.8,0.4,0.5555555555555556,0.4444444444444444,0.5714285714285714,0.4444444444444444
2024-04-20,New Zealand,Pakistan,Rawalpindi Cricket Stadium,Pakistan,field,T20,2024,Pakistan,0,0,0.5463917525773195,0.6132075471698113,0.2,0.2,0.4473684210526316,0.5526315789473685,1.0,0.75
2024-04-21,United Arab Emirates,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,field,T20,2024,United Arab Emirates,1,0,0.5125,0.5538461538461539,0.8,1.0,0.3333333333333333,0.6666666666666666,0.7142857142857143,0.5151515151515151
2024-04-21,Pakistan,New Zealand,Rawalpindi Cricket Stadium,New Zealand,field,T20,2024,New Zealand,0,0,0.6150234741784038,0.5435897435897435,0.4,0.0,0.5641025641025641,0.4358974358974359,0.8,0.5
2024-04-25,New Zealand,Pakistan,"Gaddafi Stadium, Lahore",Pakistan,field,T20,2024,New Zealand,1,0,0.5459183673469388,0.6121495327102804,0.2,0.4,0.45,0.55,0.3333333333333333,0.42857142857142855
2024-04-27,Pakistan,New Zealand,"Gaddafi Stadium, Lahore",New Zealand,field,T20,2024,Pakistan,1,0,0.6093023255813953,0.5482233502538071,0.4,0.4,0.5365853658536586,0.4634146341463415,0.375,0.5
2024-05-01,Thailand,Indonesia,Udayana Cricket Ground,Indonesia,field,T20,2024,Thailand,1,0,0.36,0.5238095238095238,0.6,0.2,1.0,0.0,0.5,0.5454545454545454
2024-05-02,Thailand,Indonesia,Udayana Cricket Ground,Thailand,bat,T20,2024,Indonesia,0,1,0.38461538461538464,0.5,0.6,0.2,1.0,0.0,1.0,0.5
2024-05-03,Zimbabwe,Bangladesh,"Zahur Ahmed Chowdhury Stadium, Chattogram",Bangladesh,field,T20,2024,Bangladesh,0,0,0.3983739837398374,0.36619718309859156,1.0,0.4,0.3684210526315789,0.631578947368421,0.5,0.75
2024-05-04,Indonesia,Thailand,Udayana Cricket Ground,Thailand,field,T20,2024,Indonesia,1,0,0.5217391304347826,0.37037037037037035,0.2,0.4,0.3333333333333333,0.6666666666666666,0.5384615384615384,0.5
2024-05-05,Thailand,Indonesia,Udayana Cricket Ground,Indonesia,field,T20,2024,Thailand,1,0,0.35714285714285715,0.5416666666666666,0.4,0.4,0.5,0.5,0.3333333333333333,0.5714285714285714
2024-05-05,Zimbabwe,Bangladesh,"Zahur Ahmed Chowdhury Stadium, Chattogram",Bangladesh,field,T20,2024,Bangladesh,0,0,0.3951612903225806,0.3706293706293706,0.8,0.4,0.35,0.65,0.0,0.8
2024-05-06,Indonesia,Thailand,Udayana Cricket Ground,Indonesia,bat,T20,2024,Thailand,0,1,0.52,0.3793103448275862,0.4,0.4,0.4,0.6,0.5333333333333333,0.5
2024-05-07,Japan,Mongolia,Sano International Cricket Ground,Japan,bat,T20,2024,Japan,1,1,0.47619047619047616,0.0,0.4,0.0,0.5,0.5,0.6,0.5
2024-05-07,Bangladesh,Zimbabwe,"Zahur Ahmed Chowdhury Stadium, Chattogram",Zimbabwe,field,T20,2024,Bangladesh,1,0,0.375,0.392,0.6,0.6,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.0
2024-05-08,Japan,Mongolia,Sano International Cricket Ground,Japan,bat,T20,2024,Japan,1,1,0.5,0.0,0.6,0.0,1.0,0.0,0.6666666666666666,0.0
2024-05-09,France,Malta,Dreux Sport Cricket Club,France,bat,T20,2024,France,1,1,0.47058823529411764,0.5116279069767442,0.4,0.4,0.5,0.5,0.5,0.5
2024-05-09,France,Malta,Dreux Sport Cricket Club,France,bat,T20,2024,France,1,1,0.5,0.5,0.4,0.2,0.6,0.4,1.0,0.0
2024-05-09,Mongolia,Japan,Sano International Cricket Ground,Mongolia,bat,T20,2024,Japan,0,1,0.0,0.5217391304347826,0.0,0.8,0.0,1.0,0.0,0.7142857142857143
2024-05-10,Pakistan,Ireland,"Castle Avenue, Dublin",Ireland,field,T20,2024,Ireland,0,0,0.6111111111111112,0.4745762711864407,0.6,0.4,1.0,0.0,0.5,0.5
2024-05-10,Belgium,Malta,Dreux Sport Cricket Club,Belgium,bat,T20,2024,Belgium,1,1,0.6666666666666666,0.4888888888888889,0.4,0.0,0.6,0.4,0.5,0.0
2024-05-10,Bangladesh,Zimbabwe,"Shere Bangla National Stadium, Mirpur",Zimbabwe,field,T20,2024,Bangladesh,1,0,0.3793103448275862,0.3888888888888889,0.8,0.4,0.6818181818181818,0.3181818181818182,0.6190476190476191,0.0
2024-05-11,Japan,Mongolia,Sano International Cricket Ground,Japan,bat,T20,2024,Japan,1,1,0.5416666666666666,0.0,0.8,0.0,1.0,0.0,0.75,0.0
2024-05-11,Japan,Mongolia,Sano International Cricket Ground,Japan,bat,T20,2024,Japan,1,1,0.56,0.0,0.8,0.0,1.0,0.0,0.7777777777777778,0.0
2024-05-11,Malta,Belgium,Dreux Sport Cricket Club,Malta,bat,T20,2024,Belgium,0,1,0.4782608695652174,0.6875,0.0,0.4,0.3333333333333333,0.6666666666666666,0.0,1.0
2024-05-11,Belgium,France,Dreux Sport Cricket Club,Belgium,bat,T20,2024,France,0,1,0.7058823529411765,0.5263157894736842,0.6,0.4,0.5,0.5,1.0,1.0
2024-05-12,Bangladesh,Zimbabwe,"Shere Bangla National Stadium, Mirpur",Zimbabwe,field,T20,2024,Zimbabwe,0,0,0.3835616438356164,0.3858267716535433,0.8,0.2,0.6956521739130435,0.30434782608695654,0.6363636363636364,0.0
2024-05-12,Japan,Mongolia,Sano International Cricket Ground,Japan,bat,T20,2024,Japan,1,1,0.5769230769230769,0.0,1.0,0.0,1.0,0.0,0.8,0.0
2024-05-12,Ireland,Pakistan,"Castle Avenue, Dublin",Pakistan,field,T20,2024,Pakistan,0,0,0.4789915966386555,0.6082949308755761,0.6,0.4,0.5,0.5,0.6666666666666666,0.0
2024-05-12,France,Belgium,Dreux Sport Cricket Club,France,bat,T20,2024,Belgium,0,1,0.55,0.6666666666666666,0.6,0.4,1.0,0.0,1.0,0.6666666666666666
2024-05-14,Ireland,Pakistan,"Castle Avenue, Dublin",Pakistan,field,T20,2024,Pakistan,0,0,0.475,0.6100917431192661,0.6,0.4,0.3333333333333333,0.6666666666666666,0.5,0.5
2024-05-18,Netherlands,Scotland,"Sportpark Westvliet, The Hague",Scotland,field,T20,2024,Netherlands,1,0,0.5476190476190477,0.5217391304347826,0.8,0.8,0.45454545454545453,0.5454545454545454,0.0,0.5
2024-05-19,Ireland,Netherlands,"Sportpark Westvliet, The Hague",Netherlands,field,T20,2024,Ireland,1,0,0.47107438016528924,0.5529411764705883,0.6,0.8,0.4166666666666667,0.5833333333333334,0.5,0.3333333333333333
2024-05-21,Bangladesh,United States of America,Prairie View Cricket Complex,United States of America,field,T20,2024,United States of America,0,0,0.38095238095238093,0.5909090909090909,0.8,0.8,0.5,0.5,0.5,1.0
2024-05-22,Scotland,Netherlands,"Sportpark Westvliet, The Hague",Netherlands,field,T20,2024,Scotland,1,0,0.5142857142857142,0.5465116279069767,0.6,0.6,0.5,0.5,0.0,0.25
2024-05-23,United States of America,Bangladesh,Prairie View Cricket Complex,Bangladesh,field,T20,2024,United States of America,1,0,0.6086956521739131,0.3783783783783784,1.0,0.6,1.0,0.0,1.0,0.0
2024-05-23,West Indies,South Africa,"Sabina Park, Kingston, Jamaica",South Africa,field,T20,2024,West Indies,1,0,0.4418604651162791,0.562874251497006,0.4,0.4,0.42105263157894735,0.5789473684210527,0.3333333333333333,0.5
2024-05-23,Scotland,Ireland,"Sportpark Westvliet, The Hague",Scotland,bat,T20,2024,Ireland,0,1,0.5211267605633803,0.47540983606557374,0.6,0.6,0.3333333333333333,0.6666666666666666,0.5,1.0
2024-05-24,Ireland,Netherlands,"Sportpark Westvliet, The Hague",Netherlands,field,T20,2024,Ireland,1,0,0.4796747967479675,0.5402298850574713,0.6,0.4,0.46153846153846156,0.5384615384615384,1.0,0.2
2024-05-24,Bulgaria,Gibraltar,"Moara Vlasiei Cricket Ground, Ilfov County",Gibraltar,field,T20,2024,Gibraltar,0,0,0.39285714285714285,0.23529411764705882,0.4,0.8,0.6666666666666666,0.3333333333333333,0.0,0.5
2024-05-24,Bulgaria,Romania,"Moara Vlasiei Cricket Ground, Ilfov County",Bulgaria,bat,T20,2024,Romania,0,1,0.3793103448275862,0.625,0.4,0.6,0.2,0.8,0.0,0.7777777777777778
2024-05-25,United States of America,Bangladesh,Prairie View Cricket Complex,Bangladesh,field,T20,2024,Bangladesh,0,0,0.625,0.37583892617449666,1.0,0.4,1.0,0.0,1.0,0.0
2024-05-25,Romania,Gibraltar,"Moara Vlasiei Cricket Ground, Ilfov County",Romania,bat,T20,2024,Gibraltar,0,1,0.6363636363636364,0.2571428571428571,0.8,0.8,1.0,0.0,0.8,1.0
2024-05-25,West Indies,South Africa,"Sabina Park, Kingston, Jamaica",West Indies,bat,T20,2024,West Indies,1,1,0.44508670520231214,0.5595238095238095,0.6,0.4,0.45,0.55,0.5,0.0
2024-05-25,England,Pakistan,"Edgbaston, Birmingham",Pakistan,field,T20,2024,England,1,0,0.5321637426900585,0.6118721461187214,0.4,0.6,0.6666666666666666,0.3333333333333333,0.0,0.5
2024-05-26,South Africa,West Indies,"Sabina Park, Kingston, Jamaica",South Africa,bat,T20,2024,West Indies,0,1,0.5562130177514792,0.4482758620689655,0.4,0.6,0.5238095238095238,0.47619047619047616,0.0,0.6
2024-05-26,Romania,Bulgaria,"Moara Vlasiei Cricket Ground, Ilfov County",Bulgaria,field,T20,2024,Romania,1,0,0.6176470588235294,0.36666666666666664,0.8,0.4,0.8333333333333334,0.16666666666666666,0.7272727272727273,0.0
2024-05-30,Pakistan,England,"Kennington Oval, London",England,field,T20,2024,England,0,0,0.6090909090909091,0.5348837209302325,0.6,0.6,0.32142857142857145,0.6785714285714286,0.5,0.5
2024-06-01,Canada,United States of America,"Grand Prairie Stadium, Dallas",United States of America,field,T20,2024,United States of America,0,0,0.5581395348837209,0.6,0.2,0.8,0.3333333333333333,0.6666666666666666,0.5,0.5
2024-06-02,Papua New Guinea,West Indies,"Providence Stadium, Guyana",West Indies,field,T20,2024,West Indies,0,0,0.5490196078431373,0.4514285714285714,0.6,0.8,0.5,0.5,0.5,0.4
2024-06-03,Sri Lanka,South Africa,"Nassau County International Cricket Stadium, New York",Sri Lanka,bat,T20,2024,South Africa,0,1,0.4508670520231214,0.5529411764705883,0.6,0.2,0.3125,0.6875,0.5,0.5
2024-06-04,Nepal,Netherlands,"Grand Prairie Stadium, Dallas",Netherlands,field,T20,2024,Netherlands,0,0,0.6052631578947368,0.5340909090909091,0.6,0.4,0.4444444444444444,0.5555555555555556,0.5,0.5
2024-06-05,Ireland,India,"Nassau County International Cricket Stadium, New York",India,field,T20,2024,India,0,0,0.4838709677419355,0.6633663366336634,0.6,0.6,0.0,1.0,0.5,0.5
2024-06-05,Papua New Guinea,Uganda,"Providence Stadium, Guyana",Uganda,field,T20,2024,Uganda,0,0,0.5384615384615384,0.7894736842105263,0.4,0.8,1.0,0.0,0.0,0.5
2024-06-05,Australia,Oman,"Kensington Oval, Bridgetown, Barbados",Oman,field,T20,2024,Australia,1,0,0.55,0.5454545454545454,0.8,0.8,0.5,0.5,0.5,0.5
2024-06-06,Namibia,Scotland,"Kensington Oval, Bridgetown, Barbados",Namibia,bat,T20,2024,Scotland,0,1,0.6507936507936508,0.5138888888888888,0.6,0.6,1.0,0.0,0.5,0.5
2024-06-07,Canada,Ireland,"Nassau County International Cricket Stadium, New York",Ireland,field,T20,2024,Canada,1,0,0.5454545454545454,0.48,0.0,0.6,0.3333333333333333,0.6666666666666666,0.5,0.0
2024-06-07,Sri Lanka,Bangladesh,"Grand Prairie Stadium, Dallas",Bangladesh,field,T20,2024,Bangladesh,0,0,0.4482758620689655,0.38,0.6,0.4,0.6875,0.3125,0.5,0.5
2024-06-08,Netherlands,South Africa,"Nassau County International Cricket Stadium, New York",South Africa,field,T20,2024,South Africa,0,0,0.5393258426966292,0.5555555555555556,0.4,0.4,0.5,0.5,0.5,1.0
2024-06-08,Australia,England,"Kensington Oval, Bridgetown, Barbados",England,field,T20,2024,Australia,1,0,0.5524861878453039,0.5375722543352601,0.8,0.8,0.47619047619047616,0.5238095238095238,1.0,0.3333333333333333
2024-06-08,West Indies,Uganda,"Providence Stadium, Guyana",West Indies,bat,T20,2024,West Indies,1,1,0.45454545454545453,0.7922077922077922,1.0,0.8,0.5,0.5,0.5,1.0
2024-06-09,Austria,Romania,"Simar Cricket Ground, Rome",Austria,bat,T20,2024,Romania,0,1,0.5454545454545454,0.6285714285714286,0.0,0.8,0.5,0.5,0.5,0.5
2024-06-09,Portugal,Hungary,"Simar Cricket Ground, Rome",Hungary,field,T20,2024,Portugal,1,0,0.7647058823529411,0.4375,1.0,0.4,0.5,0.5,0.5,0.5
2024-06-09,Italy,Luxembourg,Roma Cricket Ground,Luxembourg,field,T20,2024,Italy,1,0,0.5652173913043478,0.39285714285714285,0.6,0.6,0.5,0.5,0.5,0.5
2024-06-09,India,Pakistan,"Nassau County International Cricket Stadium, New York",Pakistan,field,T20,2024,India,1,0,0.6650246305418719,0.6063348416289592,0.8,0.4,0.7272727272727273,0.2727272727272727,1.0,0.5
2024-06-09,France,Isle of Man,Roma Cricket Ground,Isle of Man,field,T20,2024,France,1,0,0.5238095238095238,0.5714285714285714,0.6,0.0,0.5,0.5,0.5,0.5
2024-06-09,Oman,Scotland,"Sir Vivian Richards Stadium, North Sound, Antigua",Oman,bat,T20,2024,Scotland,0,1,0.5373134328358209,0.5205479452054794,0.6,0.6,0.0,1.0,0.5,0.5
2024-06-10,South Africa,Bangladesh,"Nassau County International Cricket Stadium, New York",South Africa,bat,T20,2024,South Africa,1,1,0.5581395348837209,0.3841059602649007,0.4,0.4,1.0,0.0,1.0,0.5
2024-06-10,France,Italy,"Simar Cricket Ground, Rome",Italy,field,T20,2024,Italy,0,0,0.5454545454545454,0.5833333333333334,0.8,0.8,0.5,0.5,0.5,0.5
2024-06-10,Portugal,Romania,Roma Cricket Ground,Portugal,bat,T20,2024,Romania,0,1,0.7777777777777778,0.6388888888888888,1.0,0.8,0.5,0.5,0.5,0.5
2024-06-10,Isle of Man,Turkey,"Simar Cricket Ground, Rome",Turkey,field,T20,2024,Isle of Man,1,0,0.5333333333333333,0.14285714285714285,0.0,0.2,1.0,0.0,0.5,0.5
2024-06-10,Israel,Austria,Roma Cricket Ground,Israel,bat,T20,2024,Austria,0,1,0.3333333333333333,0.5217391304347826,0.3333333333333333,0.0,0.5,0.5,0.5,0.5
2024-06-11,Canada,Pakistan,"Nassau County International Cricket Stadium, New York",Pakistan,field,T20,2024,Pakistan,0,0,0.5555555555555556,0.6036036036036037,0.2,0.4,0.5,0.5,1.0,0.0
2024-06-11,Namibia,Australia,"Sir Vivian Richards Stadium, North Sound, Antigua",Australia,field,T20,2024,Australia,0,0,0.640625,0.554945054945055,0.4,1.0,0.5,0.5,0.5,0.5
2024-06-12,Isle of Man,Italy,Roma Cricket Ground,Isle of Man,bat,T20,2024,Italy,0,1,0.5625,0.6,0.2,0.8,0.0,1.0,0.0,1.0
2024-06-12,Israel,Hungary,"Simar Cricket Ground, Rome",Israel,bat,T20,2024,Hungary,0,1,0.25,0.4117647058823529,0.25,0.4,1.0,0.0,0.5,0.0
2024-06-12,Luxembourg,Turkey,Roma Cricket Ground,Turkey,field,T20,2024,Luxembourg,1,0,0.3793103448275862,0.125,0.4,0.2,0.5,0.5,0.0,0.5
2024-06-12,Portugal,Austria,"Simar Cricket Ground, Rome",Portugal,bat,T20,2024,Austria,0,1,0.7368421052631579,0.5416666666666666,0.8,0.2,0.5,0.5,1.0,0.0
2024-06-12,West Indies,New Zealand,"Brian Lara Stadium, Tarouba, Trinidad",New Zealand,field,T20,2024,West Indies,1,0,0.4576271186440678,0.5454545454545454,1.0,0.4,0.2857142857142857,0.7142857142857143,0.5,0.5
2024-06-12,United States of America,India,"Nassau County International Cricket Stadium, New York",India,field,T20,2024,India,0,0,0.6153846153846154,0.6666666666666666,0.8,0.8,0.5,0.5,0.5,1.0
2024-06-13,Portugal,Israel,Roma Cricket Ground,Portugal,bat,T20,2024,Israel,0,1,0.7,0.2,0.6,0.2,0.5,0.5,0.0,0.0
2024-06-13,Oman,England,"Sir Vivian Richards Stadium, North Sound, Antigua",England,field,T20,2024,England,0,0,0.5294117647058824,0.5344827586206896,0.4,0.6,0.5,0.5,0.0,0.5
2024-06-13,Bangladesh,Netherlands,"Arnos Vale Ground, Kingstown, St Vincent",Netherlands,field,T20,2024,Bangladesh,1,0,0.3815789473684211,0.5333333333333333,0.4,0.2,0.75,0.25,0.5,0.5
2024-06-13,Turkey,Italy,"Simar Cricket Ground, Rome",Turkey,bat,T20,2024,Italy,0,1,0.1111111111111111,0.6153846153846154,0.2,1.0,0.5,0.5,0.0,1.0
2024-06-13,Hungary,Romania,Roma Cricket Ground,Romania,field,T20,2024,Romania,0,0,0.4444444444444444,0.6486486486486487,0.6,0.8,0.5,0.5,0.5,1.0
2024-06-13,France,Luxembourg,"Simar Cricket Ground, Rome",France,bat,T20,2024,France,1,1,0.5217391304347826,0.4,0.6,0.4,0.6666666666666666,0.3333333333333333,0.0,0.5
2024-06-14,Norway,Finland,Kerava National Cricket Ground,Finland,field,T20,2024,Norway,1,0,0.3157894736842105,0.4666666666666667,0.4,0.4,1.0,0.0,0.3333333333333333,0.5714285714285714
2024-06-14,Uganda,New Zealand,"Brian Lara Stadium, Tarouba, Trinidad",New Zealand,field,T20,2024,New Zealand,0,0,0.782051282051282,0.542713567839196,0.6,0.4,0.5,0.5,0.5,0.0
2024-06-14,South Africa,Nepal,"Arnos Vale Ground, Kingstown, St Vincent",Nepal,field,T20,2024,South Africa,1,0,0.5606936416184971,0.5974025974025974,0.6,0.4,0.5,0.5,0.5,0.5
2024-06-15,Romania,Israel,"Simar Cricket Ground, Rome",Israel,field,T20,2024,Romania,1,0,0.6578947368421053,0.3333333333333333,0.8,0.4,0.5,0.5,1.0,0.0
2024-06-15,France,Turkey,Roma Cricket Ground,Turkey,field,T20,2024,France,1,0,0.5416666666666666,0.1,0.6,0.2,0.5,0.5,1.0,0.0
2024-06-15,Austria,Hungary,"Simar Cricket Ground, Rome",Hungary,field,T20,2024,Austria,1,0,0.56,0.42105263157894735,0.4,0.6,0.5,0.5,0.5,0.5
2024-06-15,Finland,Norway,Kerava National Cricket Ground,Finland,bat,T20,2024,Norway,0,1,0.4375,0.35,0.2,0.6,0.0,1.0,0.5,0.5
2024-06-15,England,Namibia,"Sir Vivian Richards Stadium, North Sound, Antigua",Namibia,field,T20,2024,England,1,0,0.5371428571428571,0.6307692307692307,0.6,0.4,0.5,0.5,1.0,0.0
2024-06-15,Scotland,Australia,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Australia,field,T20,2024,Australia,0,0,0.527027027027027,0.5573770491803278,0.6,1.0,0.5,0.5,0.5,0.2
2024-06-15,Isle of Man,Luxembourg,Roma Cricket Ground,Isle of Man,bat,T20,2024,Isle of Man,1,1,0.5294117647058824,0.3870967741935484,0.2,0.4,0.5,0.5,0.0,0.5
2024-06-16,Finland,Norway,Kerava National Cricket Ground,Finland,bat,T20,2024,Norway,0,1,0.4117647058823529,0.38095238095238093,0.0,0.6,0.0,1.0,0.4444444444444444,0.6
2024-06-16,Ireland,Pakistan,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Pakistan,field,T20,2024,Pakistan,0,0,0.47619047619047616,0.6053811659192825,0.6,0.4,0.25,0.75,0.5,0.5
2024-06-16,Luxembourg,Israel,Roma Cricket Ground,Luxembourg,bat,T20,2024,Israel,0,1,0.375,0.2857142857142857,0.2,0.4,0.5,0.5,0.3333333333333333,0.5
2024-06-16,France,Austria,"Simar Cricket Ground, Rome",Austria,field,T20,2024,Austria,0,0,0.56,0.5769230769230769,0.6,0.6,0.5,0.5,0.5,0.6666666666666666
2024-06-16,Portugal,Isle of Man,Roma Cricket Ground,Portugal,bat,T20,2024,Portugal,1,1,0.6666666666666666,0.5555555555555556,0.4,0.4,0.5,0.5,0.0,0.3333333333333333
2024-06-16,Italy,Romania,"Simar Cricket Ground, Rome",Romania,field,T20,2024,Italy,1,0,0.6296296296296297,0.6666666666666666,1.0,1.0,0.5,0.5,1.0,1.0
2024-06-16,Denmark,Jersey,"Svanholm Park, Brondby",Jersey,field,T20,2024,Jersey,0,0,0.4,0.5862068965517241,0.2,0.4,0.0,1.0,0.6666666666666666,0.5
2024-06-16,Jersey,Denmark,"Svanholm Park, Brondby",Denmark,field,T20,2024,Jersey,1,0,0.6,0.3870967741935484,0.6,0.2,1.0,0.0,1.0,0.6
2024-06-16,Bangladesh,Nepal,"Arnos Vale Ground, Kingstown, St Vincent",Nepal,field,T20,2024,Bangladesh,1,0,0.38562091503267976,0.5897435897435898,0.6,0.2,1.0,0.0,1.0,0.0
2024-06-16,Sri Lanka,Netherlands,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Netherlands,field,T20,2024,Sri Lanka,1,0,0.44571428571428573,0.5274725274725275,0.4,0.2,1.0,0.0,0.5,0.5
2024-06-17,Cyprus,Estonia,Happy Valley Ground,Cyprus,bat,T20,2024,Estonia,0,1,0.5,0.1,0.4,0.2,1.0,0.0,0.6,0.0
2024-06-17,Papua New Guinea,New Zealand,"Brian Lara Stadium, Tarouba, Trinidad",New Zealand,field,T20,2024,New Zealand,0,0,0.5283018867924528,0.545,0.4,0.6,0.5,0.5,0.5,0.5
2024-06-17,Cyprus,Estonia,Happy Valley Ground,Cyprus,bat,T20,2024,Estonia,0,1,0.45454545454545453,0.18181818181818182,0.4,0.4,0.75,0.25,0.5,0.16666666666666666
2024-06-18,Cyprus,Estonia,Happy Valley Ground,Estonia,field,T20,2024,Cyprus,1,0,0.4166666666666667,0.25,0.2,0.6,0.6,0.4,0.42857142857142855,0.2857142857142857
2024-06-18,Estonia,Cyprus,Happy Valley Ground,Estonia,bat,T20,2024,Estonia,1,1,0.23076923076923078,0.46153846153846156,0.6,0.2,0.3333333333333333,0.6666666666666666,0.25,0.5
2024-06-19,Estonia,Cyprus,Happy Valley Ground,Estonia,bat,T20,2024,Estonia,1,1,0.2857142857142857,0.42857142857142855,0.6,0.2,0.42857142857142855,0.5714285714285714,0.3333333333333333,0.4444444444444444
2024-06-19,Estonia,Cyprus,Happy Valley Ground,Cyprus,field,T20,2024,Cyprus,0,0,0.3333333333333333,0.4,0.8,0.2,0.5,0.5,0.4,0.4
2024-06-19,South Africa,United States of America,"Sir Vivian Richards Stadium, North Sound, Antigua",United States of America,field,T20,2024,South Africa,1,0,0.5632183908045977,0.5925925925925926,0.8,0.6,0.5,0.5,0.5,1.0
2024-06-19,West Indies,England,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",England,field,T20,2024,England,0,0,0.4606741573033708,0.5397727272727273,1.0,0.8,0.5862068965517241,0.41379310344827586,0.8,0.5
2024-06-20,Bangladesh,Australia,"Sir Vivian Richards Stadium, North Sound, Antigua",Australia,field,T20,2024,Australia,0,0,0.38961038961038963,0.5597826086956522,0.8,1.0,0.4,0.6,0.5,1.0
2024-06-21,South Africa,England,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",England,field,T20,2024,South Africa,1,0,0.5657142857142857,0.5423728813559322,1.0,0.8,0.5,0.5,0.5,1.0
2024-06-21,United States of America,West Indies,"Kensington Oval, Bridgetown, Barbados",West Indies,field,T20,2024,West Indies,0,0,0.5714285714285714,0.4581005586592179,0.4,0.8,0.5,0.5,0.5,0.6666666666666666
2024-06-22,Guernsey,Jersey,"King George V Sports Ground, Castel",Jersey,field,T20,2024,Jersey,0,0,0.6111111111111112,0.6129032258064516,0.8,0.6,0.0,1.0,0.5,0.5
2024-06-22,India,Bangladesh,"Sir Vivian Richards Stadium, North Sound, Antigua",Bangladesh,field,T20,2024,India,1,0,0.6682926829268293,0.3870967741935484,0.8,0.6,0.9230769230769231,0.07692307692307693,0.5,0.0
2024-06-22,Guernsey,Jersey,"King George V Sports Ground, Castel",Jersey,field,T20,2024,Jersey,0,0,0.5789473684210527,0.625,0.6,0.6,0.0,1.0,0.0,1.0
2024-06-23,Jersey,Guernsey,"Guernsey Rovers Athletic Club Ground, Port Soif",Guernsey,field,T20,2024,Guernsey,0,0,0.6363636363636364,0.55,0.8,0.4,1.0,0.0,0.5,0.5
2024-06-23,West Indies,South Africa,"Sir Vivian Richards Stadium, North Sound, Antigua",South Africa,field,T20,2024,South Africa,0,0,0.46111111111111114,0.5681818181818182,0.8,1.0,0.5,0.5,0.5,1.0
2024-06-23,United States of America,England,"Kensington Oval, Bridgetown, Barbados",England,field,T20,2024,England,0,0,0.5517241379310345,0.5393258426966292,0.2,0.6,0.5,0.5,0.0,0.2857142857142857
