date,team1,team2,venue,toss_winner,toss_decision,match_type,season,winner,team1_won,toss_winner_is_team1,team1_historical_win_rate,team2_historical_win_rate,team1_recent_win_rate,team2_recent_win_rate,team1_h2h_win_rate,team2_h2h_win_rate,team1_venue_win_rate,team2_venue_win_rate,actual,predicted,team1_probability,team2_probability,correct_prediction,confidence,confidence_level,year,historical_difference
2026-06-02,Mozambique,Lesotho,Malkerns Country Club oval,Lesotho,field,T20,2026,Mozambique,1,0,0.3809523809523809,0.125,0.4,0.0,0.5,0.5,0.0,0.5,1,1,0.5391469088201074,0.4608530911798926,True,0.5391469088201074,LOW,2026,0.2559523809523809
2026-06-02,China,Malaysia,Singapore National Cricket Ground,Malaysia,field,T20,2026,Malaysia,0,0,0.1,0.5963302752293578,0.0,0.8,0.0,1.0,0.0,1.0,0,0,0.157006324430065,0.842993675569935,True,0.842993675569935,HIGH,2026,0.4963302752293578
2026-06-03,Eswatini,Mozambique,Malkerns Country Club oval,Eswatini,bat,T20,2026,Mozambique,0,1,0.4117647058823529,0.4090909090909091,0.4,0.4,0.75,0.25,1.0,0.25,0,1,0.6196350332025817,0.38036496679741827,False,0.6196350332025817,MEDIUM,2026,0.0026737967914438054
2026-06-03,Singapore,Hong Kong,Singapore National Cricket Ground,Singapore,bat,T20,2026,Hong Kong,0,1,0.3636363636363636,0.4818181818181818,0.4,0.8,0.1666666666666666,0.8333333333333334,0.2,0.625,0,0,0.27896216920766337,0.7210378307923366,True,0.7210378307923366,HIGH,2026,0.11818181818181822
2026-06-03,Oman,Bahrain,Singapore National Cricket Ground,Bahrain,field,T20,2026,Oman,1,0,0.48,0.6226415094339622,0.2,0.6,0.6666666666666666,0.3333333333333333,1.0,0.75,1,1,0.5108141371764036,0.48918586282359644,True,0.5108141371764036,LOW,2026,0.14264150943396225
2026-06-04,Nepal,Malaysia,Singapore National Cricket Ground,Malaysia,field,T20,2026,Nepal,1,0,0.6074766355140186,0.6,0.6,1.0,1.0,0.0,1.0,1.0,1,1,0.5410184148958842,0.4589815851041158,True,0.5410184148958842,LOW,2026,0.00747663551401867
2026-06-04,Lesotho,Eswatini,Malkerns Country Club oval,Lesotho,bat,T20,2026,Eswatini,0,1,0.1176470588235294,0.3888888888888889,0.0,0.2,0.5,0.5,0.0,0.75,0,0,0.3819893080777433,0.6180106919222568,True,0.6180106919222568,MEDIUM,2026,0.2712418300653595
2026-06-04,Mozambique,Lesotho,Malkerns Country Club oval,Lesotho,field,T20,2026,Mozambique,1,0,0.4347826086956521,0.1111111111111111,0.4,0.0,1.0,0.0,0.4,0.0,1,1,0.7361232327181397,0.26387676728186027,True,0.7361232327181397,HIGH,2026,0.323671497584541
2026-06-05,Bahrain,Singapore,Singapore National Cricket Ground,Singapore,field,T20,2026,Bahrain,1,0,0.616822429906542,0.3582089552238806,0.4,0.4,1.0,0.0,0.6,0.1818181818181818,1,1,0.691951494499232,0.308048505500768,True,0.691951494499232,MEDIUM,2026,0.25861347468266144
2026-06-05,Hong Kong,Oman,Singapore National Cricket Ground,Oman,field,T20,2026,Hong Kong,1,0,0.4864864864864865,0.4851485148514851,0.8,0.4,0.125,0.875,0.6666666666666666,1.0,1,0,0.398672839962288,0.601327160037712,False,0.601327160037712,MEDIUM,2026,0.0013379716350014337
2026-06-06,Mozambique,Lesotho,Malkerns Country Club oval,Mozambique,bat,T20,2026,Mozambique,1,1,0.44,0.1052631578947368,0.6,0.0,1.0,0.0,0.4285714285714285,0.0,1,1,0.7477217369406222,0.25227826305937784,True,0.7477217369406222,HIGH,2026,0.3347368421052632
2026-06-06,Mozambique,Eswatini,Malkerns Country Club oval,Mozambique,bat,T20,2026,Eswatini,0,1,0.4583333333333333,0.4210526315789473,0.6,0.2,0.4,0.6,0.5,0.8,0,1,0.5033776773276881,0.4966223226723119,False,0.5033776773276881,LOW,2026,0.037280701754386025
2026-06-07,Mozambique,Eswatini,Malkerns Country Club oval,Mozambique,bat,T20,2026,Eswatini,0,1,0.4615384615384615,0.45,0.8,0.4,0.3333333333333333,0.6666666666666666,0.5,0.8333333333333334,0,0,0.4462429449312089,0.5537570550687911,True,0.5537570550687911,LOW,2026,0.011538461538461497
2026-06-07,Lesotho,Eswatini,Malkerns Country Club oval,Lesotho,bat,T20,2026,Lesotho,1,1,0.1,0.4761904761904761,0.0,0.6,0.0,1.0,0.0,0.8571428571428571,1,0,0.19630108380311367,0.8036989161968864,False,0.8036989161968864,HIGH,2026,0.3761904761904761
2026-06-07,Malaysia,Hong Kong,Singapore National Cricket Ground,Hong Kong,field,T20,2026,Hong Kong,0,0,0.5945945945945946,0.4910714285714285,0.8,0.8,0.5789473684210527,0.4210526315789473,0.8888888888888888,0.7,0,0,0.49845615013982,0.5015438498601801,True,0.5015438498601801,LOW,2026,0.10352316602316614
2026-06-07,Oman,Nepal,Singapore National Cricket Ground,Oman,bat,T20,2026,Nepal,0,1,0.4803921568627451,0.6111111111111112,0.4,0.8,0.25,0.75,0.6666666666666666,1.0,0,0,0.3300020715681827,0.6699979284318174,True,0.6699979284318174,MEDIUM,2026,0.13071895424836605
2026-06-08,Hong Kong,Nepal,Singapore National Cricket Ground,Nepal,field,T20,2026,Nepal,0,0,0.495575221238938,0.6146788990825688,0.8,0.8,0.5,0.5,0.7272727272727273,1.0,0,0,0.40554313252754154,0.5944568674724584,True,0.5944568674724584,LOW,2026,0.1191036778436308
2026-06-08,Oman,Malaysia,Singapore National Cricket Ground,Malaysia,field,T20,2026,Malaysia,0,0,0.4757281553398058,0.5892857142857143,0.4,0.6,1.0,0.0,0.5,0.8,0,1,0.5495704308403364,0.4504295691596636,False,0.5495704308403364,LOW,2026,0.11355755894590852
2026-06-11,Norway,Sweden,"Botkyrka Cricket Center, Stockholm",Sweden,field,T20,2026,Sweden,0,0,0.5,0.5121951219512195,0.2,0.6,1.0,0.0,0.6666666666666666,0.0,0,1,0.6258813129407632,0.3741186870592368,False,0.6258813129407632,MEDIUM,2026,0.012195121951219523
2026-06-11,Austria,Finland,"Botkyrka Cricket Center, Stockholm",Austria,bat,T20,2026,Finland,0,1,0.6956521739130435,0.4848484848484848,0.6,0.8,0.5,0.5,1.0,0.5,0,1,0.5275544123250218,0.47244558767497824,False,0.5275544123250218,LOW,2026,0.21080368906455865
2026-06-11,Sri Lanka,West Indies,"Sabina Park, Kingston, Jamaica",Sri Lanka,bat,T20,2026,West Indies,0,1,0.4413145539906103,0.4469026548672566,0.2,0.6,0.5555555555555556,0.4444444444444444,0.5,0.5,0,0,0.46006095402546787,0.5399390459745321,True,0.5399390459745321,LOW,2026,0.005588100876646296
2026-06-12,Norway,Austria,"Botkyrka Cricket Center, Stockholm",Austria,field,T20,2026,Norway,1,0,0.4897959183673469,0.6857142857142857,0.0,0.4,0.25,0.75,0.5,0.75,1,0,0.38805516241771904,0.6119448375822809,False,0.6119448375822809,MEDIUM,2026,0.1959183673469388
2026-06-12,Sweden,Finland,"Botkyrka Cricket Center, Stockholm",Finland,field,T20,2026,Finland,0,0,0.5238095238095238,0.5,0.8,0.8,0.5,0.5,0.25,1.0,0,0,0.3766203051462674,0.6233796948537327,True,0.6233796948537327,MEDIUM,2026,0.023809523809523836
2026-06-13,Sri Lanka,West Indies,"Sabina Park, Kingston, Jamaica",West Indies,field,T20,2026,Sri Lanka,1,0,0.4392523364485981,0.4493392070484581,0.0,0.6,0.5263157894736842,0.4736842105263157,0.0,0.5555555555555556,1,0,0.3886021148218292,0.6113978851781707,False,0.6113978851781707,MEDIUM,2026,0.010086870599859965
2026-06-13,Finland,Norway,"Botkyrka Cricket Center, Stockholm",Norway,field,T20,2026,Finland,1,0,0.5142857142857142,0.5,0.8,0.2,0.3333333333333333,0.6666666666666666,1.0,0.6,1,1,0.5590977504052921,0.4409022495947079,True,0.5590977504052921,LOW,2026,0.014285714285714235
2026-06-13,Sweden,Austria,"Botkyrka Cricket Center, Stockholm",Austria,field,T20,2026,Sweden,1,0,0.5116279069767442,0.676056338028169,0.6,0.2,0.25,0.75,0.2,0.6,1,0,0.4332269525728551,0.5667730474271448,False,0.5667730474271448,LOW,2026,0.1644284310514248
2026-06-14,Sri Lanka,West Indies,"Sabina Park, Kingston, Jamaica",West Indies,field,T20,2026,West Indies,0,0,0.4418604651162791,0.4473684210526316,0.2,0.4,0.55,0.45,0.5,0.5,0,0,0.4966406799805433,0.5033593200194567,True,0.5033593200194567,LOW,2026,0.005507955936352504
2026-06-14,Finland,Sweden,"Botkyrka Cricket Center, Stockholm",Sweden,field,T20,2026,Sweden,0,0,0.5277777777777778,0.5227272727272727,1.0,0.8,0.5714285714285714,0.4285714285714285,1.0,0.3333333333333333,0,1,0.5189299362621671,0.4810700637378329,False,0.5189299362621671,LOW,2026,0.005050505050505083
2026-06-14,Norway,Austria,"Botkyrka Cricket Center, Stockholm",Norway,bat,T20,2026,Austria,0,1,0.4901960784313725,0.6666666666666666,0.2,0.2,0.4,0.6,0.5,0.5,0,0,0.49589185281945575,0.5041081471805442,True,0.5041081471805442,LOW,2026,0.17647058823529416
2026-06-17,Bangladesh,Australia,"Bir Sreshtho Flight Lieutenant Matiur Rahman Stadium, Chattogram",Bangladesh,bat,T20,2026,Australia,0,1,0.3968253968253968,0.5747663551401869,0.6,0.4,0.3636363636363636,0.6363636363636364,0.4285714285714285,0.5,0,0,0.43495795867426246,0.5650420413257375,True,0.5650420413257375,LOW,2026,0.17794095831479012
2026-06-18,Denmark,Germany,"Svanholm Park, Brondby",Denmark,bat,T20,2026,Germany,0,1,0.4358974358974359,0.6,0.6,0.8,0.0,1.0,0.5454545454545454,0.5,0,0,0.2905464120273962,0.7094535879726038,True,0.7094535879726038,HIGH,2026,0.16410256410256407
2026-06-18,Nigeria,Hong Kong,"Namibia Cricket Ground, Windhoek",Hong Kong,field,T20,2026,Hong Kong,0,0,0.5168539325842697,0.4912280701754385,0.8,0.8,0.0,1.0,0.5,0.5,0,0,0.31442353671257633,0.6855764632874237,True,0.6855764632874237,MEDIUM,2026,0.02562586240883119
2026-06-19,Germany,Denmark,"Svanholm Park, Brondby",Germany,bat,T20,2026,Denmark,0,1,0.6065573770491803,0.425,0.8,0.4,1.0,0.0,1.0,0.5,0,1,0.7140740924781327,0.2859259075218673,False,0.7140740924781327,HIGH,2026,0.18155737704918035
2026-06-19,Germany,Denmark,"Svanholm Park, Brondby",Germany,bat,T20,2026,Denmark,0,1,0.5967741935483871,0.4390243902439024,0.6,0.6,0.8333333333333334,0.1666666666666666,0.5,0.5384615384615384,0,1,0.5799075674506983,0.42009243254930173,False,0.5799075674506983,LOW,2026,0.15774980330448474
2026-06-19,Hong Kong,Namibia,"Namibia Cricket Ground, Windhoek",Namibia,field,T20,2026,Namibia,0,0,0.4956521739130435,0.5730337078651685,0.8,0.2,0.5,0.5,1.0,0.7142857142857143,0,1,0.5815725834795473,0.4184274165204527,False,0.5815725834795473,LOW,2026,0.07738153395212499
2026-06-19,Australia,Bangladesh,"Bir Sreshtho Flight Lieutenant Matiur Rahman Stadium, Chattogram",Australia,bat,T20,2026,Australia,1,1,0.5767441860465117,0.3947368421052631,0.6,0.6,0.6666666666666666,0.3333333333333333,1.0,0.375,1,1,0.5980764030510455,0.4019235969489545,True,0.5980764030510455,LOW,2026,0.18200734394124857
2026-06-19,Romania,Switzerland,"Moara Vlasiei Cricket Ground, Ilfov County",Romania,bat,T20,2026,Switzerland,0,1,0.631578947368421,0.6176470588235294,0.8,0.6,0.0,1.0,0.6538461538461539,1.0,0,0,0.35439990586453646,0.6456000941354636,True,0.6456000941354636,MEDIUM,2026,0.01393188854489158
2026-06-19,Hungary,Switzerland,"Moara Vlasiei Cricket Ground, Ilfov County",Switzerland,field,T20,2026,Switzerland,0,0,0.4722222222222222,0.6060606060606061,0.4,0.4,0.5,0.5,0.4285714285714285,0.5,0,0,0.47511792361630945,0.5248820763836906,True,0.5248820763836906,LOW,2026,0.13383838383838387
2026-06-19,Belgium,Romania,"Moara Vlasiei Cricket Ground, Ilfov County",Belgium,bat,T20,2026,Belgium,1,1,0.5714285714285714,0.6206896551724138,0.0,0.8,0.5,0.5,0.6666666666666666,0.6296296296296297,1,0,0.4224478522989168,0.5775521477010832,False,0.5775521477010832,LOW,2026,0.049261083743842415
2026-06-20,Belgium,Switzerland,"Moara Vlasiei Cricket Ground, Ilfov County",Switzerland,field,T20,2026,Belgium,1,0,0.5833333333333334,0.6285714285714286,0.2,0.8,1.0,0.0,0.75,1.0,1,1,0.5366662856493886,0.46333371435061144,True,0.5366662856493886,LOW,2026,0.04523809523809519
2026-06-20,Belgium,Hungary,"Moara Vlasiei Cricket Ground, Ilfov County",Belgium,bat,T20,2026,Belgium,1,1,0.5945945945945946,0.4594594594594595,0.4,0.2,1.0,0.0,0.8,0.375,1,1,0.7235662716699424,0.27643372833005764,True,0.7235662716699424,HIGH,2026,0.13513513513513514
2026-06-20,Hungary,Romania,"Moara Vlasiei Cricket Ground, Ilfov County",Romania,field,T20,2026,Romania,0,0,0.4473684210526316,0.6101694915254238,0.2,0.6,0.2,0.8,0.3333333333333333,0.6071428571428571,0,0,0.3332144377046056,0.6667855622953944,True,0.6667855622953944,MEDIUM,2026,0.1628010704727922
2026-06-20,Germany,Denmark,"Svanholm Park, Brondby",Denmark,field,T20,2026,Denmark,0,0,0.5873015873015873,0.4523809523809524,0.4,0.6,0.7142857142857143,0.2857142857142857,0.3333333333333333,0.5714285714285714,0,1,0.5169777372990224,0.4830222627009776,False,0.5169777372990224,LOW,2026,0.13492063492063494
2026-06-20,Namibia,Nigeria,"Namibia Cricket Ground, Windhoek",Namibia,bat,T20,2026,Namibia,1,1,0.5777777777777777,0.5111111111111111,0.4,0.8,0.6666666666666666,0.3333333333333333,0.75,0.0,1,1,0.5400165927113534,0.4599834072886466,True,0.5400165927113534,LOW,2026,0.06666666666666665
2026-06-21,Nigeria,Hong Kong,"Namibia Cricket Ground, Windhoek",Hong Kong,field,T20,2026,Hong Kong,0,0,0.5054945054945055,0.4913793103448275,0.6,0.6,0.0,1.0,0.0,0.5,0,0,0.2993371676612424,0.7006628323387576,True,0.7006628323387576,HIGH,2026,0.014115195149677962
2026-06-21,Belgium,Hungary,"Moara Vlasiei Cricket Ground, Ilfov County",Belgium,bat,T20,2026,Belgium,1,1,0.6153846153846154,0.4358974358974359,0.8,0.0,1.0,0.0,0.8571428571428571,0.3,1,1,0.7779822097216006,0.2220177902783994,True,0.7779822097216006,HIGH,2026,0.17948717948717952
2026-06-21,Bangladesh,Australia,"Bir Sreshtho Flight Lieutenant Matiur Rahman Stadium, Chattogram",Bangladesh,bat,T20,2026,Australia,0,1,0.3926701570680628,0.5787037037037037,0.4,0.6,0.3076923076923077,0.6923076923076923,0.3333333333333333,1.0,0,0,0.3334273376650524,0.6665726623349476,True,0.6665726623349476,MEDIUM,2026,0.18603354663564092
2026-06-21,Belgium,Romania,"Moara Vlasiei Cricket Ground, Ilfov County",Belgium,bat,T20,2026,Belgium,1,1,0.6052631578947368,0.6166666666666667,0.6,0.6,1.0,0.0,0.8333333333333334,0.6206896551724138,1,1,0.6331443828992306,0.3668556171007694,True,0.6331443828992306,MEDIUM,2026,0.01140350877192986
2026-06-21,Romania,Switzerland,"Moara Vlasiei Cricket Ground, Ilfov County",Switzerland,field,T20,2026,Romania,1,0,0.6065573770491803,0.6111111111111112,0.4,0.6,0.0,1.0,0.6,0.6666666666666666,1,0,0.34985838969435595,0.6501416103056441,False,0.6501416103056441,MEDIUM,2026,0.004553734061930825
2026-06-22,Singapore,Uzbekistan,Singapore National Cricket Ground,Uzbekistan,field,T20,2026,Singapore,1,0,0.3529411764705882,0.5,0.2,0.5,0.5,0.5,0.1666666666666666,0.5,1,0,0.4024685209994728,0.5975314790005273,False,0.5975314790005273,LOW,2026,0.1470588235294118
2026-06-22,Belize,Bermuda,"White Hill Field, Sandys Parish",Bermuda,field,T20,2026,Bermuda,0,0,0.25,0.6888888888888889,0.4,0.6,0.0,1.0,0.5,1.0,0,0,0.24180729639056658,0.7581927036094334,True,0.7581927036094334,HIGH,2026,0.4388888888888889
2026-06-22,Namibia,Hong Kong,"Namibia Cricket Ground, Windhoek",Namibia,bat,T20,2026,Namibia,1,1,0.5824175824175825,0.4957264957264957,0.6,0.6,1.0,0.0,0.7777777777777778,0.6666666666666666,1,1,0.6304544052554998,0.3695455947445002,True,0.6304544052554998,MEDIUM,2026,0.08669108669108677
2026-06-22,Panama,Brazil,"White Hill Field, Sandys Parish",Brazil,field,T20,2026,Panama,1,0,0.3181818181818182,0.4,0.8,0.6,0.0,1.0,0.0,0.5,1,0,0.27277640614262877,0.7272235938573712,False,0.7272235938573712,HIGH,2026,0.08181818181818185
2026-06-23,Namibia,Nigeria,"Namibia Cricket Ground, Windhoek",Namibia,bat,T20,2026,Namibia,1,1,0.5869565217391305,0.5,0.8,0.4,0.75,0.25,0.8,0.0,1,1,0.6606201240455943,0.33937987595440566,True,0.6606201240455943,MEDIUM,2026,0.08695652173913049
2026-06-23,Singapore,Thailand,Singapore National Cricket Ground,Singapore,bat,T20,2026,Singapore,1,1,0.3623188405797101,0.3728813559322034,0.2,0.2,0.8,0.2,0.2307692307692307,0.5,1,1,0.5660435925313378,0.43395640746866215,True,0.5660435925313378,LOW,2026,0.010562515352493307
2026-06-23,Indonesia,Uzbekistan,Singapore National Cricket Ground,Uzbekistan,field,T20,2026,Indonesia,1,0,0.4571428571428571,0.0,0.0,0.0,0.5,0.5,0.5,0.0,1,1,0.6395422810133767,0.36045771898662327,True,0.6395422810133767,MEDIUM,2026,0.4571428571428571
2026-06-24,Bahamas,Panama,"White Hill Field, Sandys Parish",Panama,field,T20,2026,Panama,0,0,0.2857142857142857,0.3478260869565217,0.0,1.0,0.6666666666666666,0.3333333333333333,0.5,0.3333333333333333,0,0,0.37754601385282,0.6224539861471801,True,0.6224539861471801,MEDIUM,2026,0.062111801242235976
2026-06-24,Brazil,Belize,"White Hill Field, Sandys Parish",Brazil,bat,T20,2026,Belize,0,1,0.375,0.2307692307692307,0.6,0.4,0.0,1.0,0.0,0.0,0,0,0.3635156448955483,0.6364843551044517,True,0.6364843551044517,MEDIUM,2026,0.1442307692307693
2026-06-25,Panama,Bermuda,"White Hill Field, Sandys Parish",Panama,bat,T20,2026,Bermuda,0,1,0.375,0.6956521739130435,1.0,0.8,0.0,1.0,0.5,1.0,0,0,0.2502756338077936,0.7497243661922064,True,0.7497243661922064,HIGH,2026,0.32065217391304346
2026-06-25,Singapore,Indonesia,Singapore National Cricket Ground,Indonesia,field,T20,2026,Singapore,1,0,0.3714285714285714,0.4622641509433962,0.4,0.2,1.0,0.0,0.2857142857142857,1.0,1,1,0.5837586006542538,0.4162413993457462,True,0.5837586006542538,LOW,2026,0.0908355795148248
2026-06-25,Brazil,Bahamas,"White Hill Field, Sandys Parish",Bahamas,field,T20,2026,Bahamas,0,0,0.3529411764705882,0.2758620689655172,0.4,0.0,0.0,1.0,0.0,0.0,0,0,0.4246722166858891,0.5753277833141108,True,0.5753277833141108,LOW,2026,0.07707910750507102
2026-06-25,Uzbekistan,Thailand,Singapore National Cricket Ground,Thailand,field,T20,2026,Thailand,0,0,0.0,0.3666666666666666,0.0,0.2,0.5,0.5,0.0,0.0,0,0,0.4002270036545107,0.5997729963454893,True,0.5997729963454893,LOW,2026,0.3666666666666666
2026-06-26,Ireland,India,"Civil Service Cricket Club, Stormont, Belfast",India,field,T20,2026,Ireland,1,0,0.4652777777777778,0.7058823529411765,0.6,0.8,0.0,1.0,0.0,0.5,1,0,0.2417661498616777,0.7582338501383223,False,0.7582338501383223,HIGH,2026,0.24060457516339873
2026-06-26,Czech Republic,Luxembourg,"Scott Page Field, Vinor",Luxembourg,field,T20,2026,Luxembourg,0,0,0.4571428571428571,0.3414634146341463,0.4,0.2,0.75,0.25,0.3846153846153846,0.375,0,1,0.6052384973727907,0.3947615026272093,False,0.6052384973727907,MEDIUM,2026,0.11567944250871076
2026-06-26,Thailand,Singapore,Singapore National Cricket Ground,Thailand,bat,T20,2026,Singapore,0,1,0.3770491803278688,0.380281690140845,0.4,0.6,0.1666666666666666,0.8333333333333334,0.5,0.3333333333333333,0,0,0.37138995950946213,0.6286100404905379,True,0.6286100404905379,MEDIUM,2026,0.003232509812976181
2026-06-26,Indonesia,Uzbekistan,Singapore National Cricket Ground,Indonesia,bat,T20,2026,Indonesia,1,1,0.4579439252336448,0.0,0.2,0.0,1.0,0.0,0.5,0.0,1,1,0.7550105470991741,0.24498945290082585,True,0.7550105470991741,HIGH,2026,0.4579439252336448
2026-06-26,Serbia,Luxembourg,"Scott Page Field, Vinor",Luxembourg,field,T20,2026,Luxembourg,0,0,0.28125,0.325,0.2,0.2,0.5,0.5,0.5,0.2857142857142857,0,1,0.5118003033442957,0.4881996966557043,False,0.5118003033442957,LOW,2026,0.04375000000000001
2026-06-27,Hungary,Austria,"GB Oval, Szodliget",Hungary,bat,T20,2026,Austria,0,1,0.425,0.6712328767123288,0.0,0.4,0.2,0.8,0.7777777777777778,1.0,0,0,0.37646473305339173,0.6235352669466083,True,0.6235352669466083,MEDIUM,2026,0.2462328767123288
2026-06-27,Bahamas,Belize,"White Hill Field, Sandys Parish",Belize,field,T20,2026,Bahamas,1,0,0.3,0.2857142857142857,0.2,0.6,1.0,0.0,0.5,0.5,1,1,0.5486697035748463,0.45133029642515365,True,0.5486697035748463,LOW,2026,0.01428571428571429
2026-06-27,Serbia,Luxembourg,"Scott Page Field, Vinor",Serbia,bat,T20,2026,Luxembourg,0,1,0.2727272727272727,0.3571428571428571,0.0,0.4,0.0,1.0,0.0,0.4444444444444444,0,0,0.28757755407708774,0.7124224459229123,True,0.7124224459229123,HIGH,2026,0.08441558441558439
2026-06-27,Bermuda,Brazil,"White Hill Field, Sandys Parish",Bermuda,bat,T20,2026,Bermuda,1,1,0.7021276595744681,0.3333333333333333,0.8,0.4,1.0,0.0,1.0,0.0,1,1,0.7656197051830319,0.2343802948169681,True,0.7656197051830319,HIGH,2026,0.3687943262411348
2026-06-28,Czech Republic,Luxembourg,"Scott Page Field, Vinor",Luxembourg,field,T20,2026,Czech Republic,1,0,0.4444444444444444,0.3720930232558139,0.4,0.6,0.6,0.4,0.3571428571428571,0.5,1,0,0.46672597077344263,0.5332740292265574,False,0.5332740292265574,LOW,2026,0.07235142118863053
2026-06-28,Hungary,Austria,"GB Oval, Szodliget",Hungary,bat,T20,2026,Austria,0,1,0.4146341463414634,0.6756756756756757,0.0,0.4,0.1666666666666666,0.8333333333333334,0.7,1.0,0,0,0.35835841146941605,0.641641588530584,True,0.641641588530584,MEDIUM,2026,0.26104152933421226
2026-06-28,Austria,Hungary,"GB Oval, Szodliget",Austria,bat,T20,2026,Austria,1,1,0.68,0.4047619047619047,0.6,0.0,0.8571428571428571,0.1428571428571428,1.0,0.6363636363636364,1,1,0.755459786490849,0.244540213509151,True,0.755459786490849,HIGH,2026,0.27523809523809534
2026-06-28,Ireland,India,"Civil Service Cricket Club, Stormont, Belfast",India,field,T20,2026,Ireland,1,0,0.4689655172413793,0.703125,0.6,0.8,0.1111111111111111,0.8888888888888888,0.1666666666666666,0.0,1,0,0.3055826191363815,0.6944173808636185,False,0.6944173808636185,MEDIUM,2026,0.2341594827586207
2026-07-01,Portugal,Sweden,"Botkyrka Cricket Center, Stockholm",Sweden,field,T20,2026,Portugal,1,0,0.7297297297297297,0.5217391304347826,0.8,0.6,1.0,0.0,1.0,0.375,1,1,0.700783963998704,0.299216036001296,True,0.700783963998704,HIGH,2026,0.20799059929494712
2026-07-01,Sweden,Portugal,"Botkyrka Cricket Center, Stockholm",Sweden,bat,T20,2026,Portugal,0,1,0.5333333333333333,0.7222222222222222,0.8,0.8,0.5,0.5,0.4285714285714285,0.5,0,0,0.41232073709255995,0.5876792629074401,True,0.5876792629074401,LOW,2026,0.18888888888888888
2026-07-03,Portugal,Finland,Kerava National Cricket Ground,Finland,field,T20,2026,Portugal,1,0,0.7368421052631579,0.5135135135135135,0.8,0.8,0.5,0.5,0.5,0.4,1,0,0.49302668720163945,0.5069733127983606,False,0.5069733127983606,LOW,2026,0.22332859174964437
2026-07-04,India,England,"Old Trafford, Manchester",India,bat,T20,2026,England,0,1,0.7003891050583657,0.5619047619047619,0.6,0.8,0.6,0.4,0.5,1.0,0,0,0.46194112730399595,0.538058872696004,True,0.538058872696004,LOW,2026,0.1384843431536038
2026-07-04,Portugal,Finland,Kerava National Cricket Ground,Finland,field,T20,2026,Portugal,1,0,0.7435897435897436,0.5,1.0,0.6,1.0,0.0,1.0,0.3636363636363636,1,1,0.7111704949611857,0.2888295050388143,True,0.7111704949611857,HIGH,2026,0.2435897435897436
2026-07-07,England,India,"Trent Bridge, Nottingham",India,field,T20,2026,England,1,0,0.5639810426540285,0.6976744186046512,0.8,0.4,0.4193548387096774,0.5806451612903226,0.3333333333333333,0.0,1,1,0.5055190221127092,0.49448097788729084,True,0.5055190221127092,LOW,2026,0.1336933759506227
2026-07-08,Serbia,Romania,Koge Cricket Club,Romania,field,T20,2026,Romania,0,0,0.2647058823529412,0.6129032258064516,0.0,0.4,0.0,1.0,0.5,0.5,0,0,0.30100942261185376,0.6989905773881462,True,0.6989905773881462,MEDIUM,2026,0.34819734345351044
2026-07-08,Gibraltar,Belgium,Koge Cricket Club,Belgium,field,T20,2026,Belgium,0,0,0.2884615384615384,0.625,0.0,1.0,0.0,1.0,0.5,0.5,0,0,0.20921826053654766,0.7907817394634523,True,0.7907817394634523,HIGH,2026,0.3365384615384616
2026-07-08,Denmark,Estonia,"Svanholm Park, Brondby",Estonia,field,T20,2026,Denmark,1,0,0.4651162790697674,0.3793103448275862,0.8,0.2,0.5,0.5,0.6,0.5,1,1,0.5667314127095895,0.4332685872904105,True,0.5667314127095895,LOW,2026,0.08580593424218119
2026-07-09,India,England,"County Ground, Bristol",India,bat,T20,2026,England,0,1,0.694980694980695,0.5660377358490566,0.2,0.8,0.5625,0.4375,0.5,1.0,0,0,0.43860263089956686,0.5613973691004331,True,0.5613973691004331,LOW,2026,0.12894295913163845
2026-07-09,Denmark,Turkey,Koge Cricket Club,Turkey,field,T20,2026,Denmark,1,0,0.4772727272727273,0.1333333333333333,0.8,0.2,0.5,0.5,0.5,0.5,1,1,0.5830260008786562,0.4169739991213438,True,0.5830260008786562,LOW,2026,0.343939393939394
2026-07-09,Estonia,Norway,Koge Cricket Club,Norway,field,T20,2026,Norway,0,0,0.3666666666666666,0.4807692307692308,0.0,0.2,0.0,1.0,0.5,1.0,0,0,0.3417961807863182,0.6582038192136819,True,0.6582038192136819,MEDIUM,2026,0.1141025641025642
2026-07-10,Belgium,Serbia,"Svanholm Park, Brondby",Serbia,field,T20,2026,Belgium,1,0,0.6341463414634146,0.2571428571428571,1.0,0.0,1.0,0.0,0.5,0.5,1,1,0.7594553663878133,0.2405446336121867,True,0.7594553663878133,HIGH,2026,0.3770034843205575
2026-07-10,Hungary,Estonia,Koge Cricket Club,Hungary,bat,T20,2026,Hungary,1,1,0.3953488372093023,0.3548387096774194,0.0,0.0,0.5,0.5,0.5,0.0,1,1,0.596386770579535,0.40361322942046496,True,0.596386770579535,LOW,2026,0.040510127531882933
2026-07-10,Turkey,Norway,Koge Cricket Club,Norway,field,T20,2026,Norway,0,0,0.125,0.490566037735849,0.2,0.4,0.5,0.5,0.0,1.0,0,0,0.3225012900639418,0.6774987099360582,True,0.6774987099360582,MEDIUM,2026,0.365566037735849
2026-07-10,Gibraltar,Romania,"Svanholm Park, Brondby",Romania,field,T20,2026,Romania,0,0,0.2830188679245283,0.6190476190476191,0.0,0.6,0.5,0.5,0.5,0.5,0,0,0.38102063206711834,0.6189793679328817,True,0.6189793679328817,MEDIUM,2026,0.3360287511230908
